start_lat,start_lng
40.815903,-81.60129
40.2702,-80.01716
40.60264,-83.88035
38.9763,-82.34198
38.92624,-82.28259
45.5284,-122.65357
47.694904,-122.34458
47.59924,-122.314156
45.30451,-121.817604
45.86434,-123.5906
45.90249,-123.75699
47.70895,-121.98445
47.70053,-122.34465
42.622494,-114.83243
47.60291,-122.3346
47.372852,-120.165825
47.3753,-120.18035
47.76372,-122.897095
47.76358,-122.897064
44.714607,-119.10383
47.20489,-120.70567
45.28177,-121.71377
47.20489,-120.70567
33.93326,-116.99269
36.126305,-115.18079
47.85477,-121.90581
47.85477,-121.90624
47.66446,-122.52677
44.018192,-123.97876
43.982616,-124.05078
46.347744,-123.52435
46.34775,-123.524864
48.07678,-122.56909
37.797604,-122.42388
35.780624,-121.32961
35.758575,-121.31958
42.32867,-121.81778
46.79482,-118.55296
46.79482,-118.55296
46.79004,-118.74722
47.59581,-122.31866
35.607002,-117.90025
48.191105,-122.62668
48.189987,-122.62663
44.947456,-123.29021
44.93772,-123.29976
43.876328,-122.70068
45.42658,-122.7662
45.41875,-122.76556
45.559402,-122.56067
45.5615,-122.5656
33.840282,-117.00358
34.08575,-117.04208
45.93688,-119.60306
34.40684,-118.68728
34.40614,-118.69278
39.826504,-123.58249
34.40674,-118.756004
34.52015,-118.3107
34.52009,-118.31946
45.2408,-123.86258
45.17851,-123.92545
45.30815,-121.84759
45.30775,-121.85055
30.337849,-90.989235
40.582504,-104.77168
40.002357,-104.82111
40.32685,-104.418236
30.121452,-90.86923
41.160027,-75.235275
39.831406,-77.22596
39.83094,-77.22838
39.83127,-77.226234
39.83172,-77.22533
39.83094,-77.22838
39.831406,-77.22596
39.83127,-77.226234
39.831406,-77.22596
41.02656,-81.99868
40.999,-81.99626
39.11598,-86.97861
39.309135,-84.95674
39.146805,-84.85862
40.78008,-81.26348
40.774307,-81.23567
40.735985,-81.11418
40.73644,-81.12264
43.17577,-85.4909
43.1758,-85.48534
40.45382,-78.40999
40.41208,-80.00702
41.21394,-78.955734
40.96448,-83.65053
40.954983,-83.65056
38.89209,-77.04077
38.89209,-77.04348
40.784515,-77.04345
40.736042,-77.0131
39.94926,-74.98648
42.8829,-83.47812
42.888565,-83.48171
38.90455,-77.00901
38.9052,-77.00901
41.51616,-85.82864
42.160477,-87.9848
41.81144,-78.43384
40.54527,-80.03593
40.54527,-80.03593
40.56104,-80.03942
40.314735,-78.96772
40.308937,-78.98225
41.002327,-75.198746
40.9977,-75.19452
41.216454,-80.83647
41.20227,-80.84983
43.166245,-77.69446
43.16469,-77.68945
40.69976,-73.9911
36.047165,-79.02519
41.8525,-87.6569
41.658096,-87.66236
40.8616,-76.54918
40.73047,-77.00908
40.784515,-77.04345
43.0085,-83.65425
42.997215,-83.65375
40.334045,-76.71258
40.329857,-76.713425
39.726254,-74.90409
41.233894,-74.6182
41.757126,-72.440315
41.75411,-72.43965
41.781704,-71.95063
43.304478,-86.19092
43.30395,-86.19155
40.78776,-74.04936
42.481243,-76.37135
42.48508,-76.35485
41.64881,-76.16342
42.54822,-76.36169
44.10252,-73.68865
44.41088,-70.79498
42.05289,-76.03052
42.06604,-76.0369
41.8349,-71.56662
47.02563,-114.107994
44.746353,-107.50151
44.557007,-107.73595
48.01148,-122.76931
45.72788,-121.51922
46.86425,-117.43963
46.86425,-117.43963
46.864735,-117.43131
47.834164,-121.642
48.022408,-122.18586
38.93231,-119.82054
33.06745,-97.01691
41.916275,-91.42323
41.925854,-91.52601
41.916275,-91.42323
41.925854,-91.52601
41.916275,-91.42323
41.925854,-91.52601
44.94696,-93.10425
42.00327,-92.96111
34.19992,-92.71116
30.097036,-90.91723
30.290394,-90.96065
30.093723,-90.93667
35.017338,-85.269035
36.178123,-80.122826
39.93205,-82.92791
39.84654,-75.42818
39.825462,-77.23105
39.83105,-77.23113
38.57816,-77.31865
30.02176,-90.15408
41.76597,-87.97431
41.76593,-87.97431
42.18703,-88.13554
42.19039,-88.13545
41.689156,-87.66164
41.80218,-88.07762
43.06648,-89.394165
29.977385,-90.178665
29.975801,-90.17805
44.291573,-74.01321
44.2886,-74.02481
40.49415,-79.9185
40.49471,-79.924934
31.278769,-83.68298
31.27525,-83.68443
39.322636,-83.79525
39.32342,-83.80648
42.29438,-87.95577
42.19727,-88.04476
42.38469,-87.83227
42.27237,-88.19845
41.85964,-88.03986
41.796436,-87.64522
42.42026,-87.85503
42.3634,-88.11166
41.90582,-87.960144
43.061817,-75.39066
43.07983,-75.39193
40.429565,-79.73202
40.42647,-79.72525
41.91487,-88.20871
41.863033,-87.95244
42.19856,-87.93214
43.18107,-78.6448
43.19464,-78.57558
41.75877,-87.58574
40.97054,-79.354034
40.97434,-79.3488
41.69582,-71.97176
41.67603,-71.97269
41.998676,-73.403824
41.98894,-73.41769
35.91759,-79.09423
43.23284,-77.18698
43.23301,-77.20098
43.23283,-77.18769
40.01449,-74.9569
43.447178,-75.26342
43.471397,-75.30405
40.01516,-74.95583
43.20173,-78.879196
43.20274,-78.856285
42.948788,-76.567375
42.97826,-76.56134
34.70578,-84.457954
42.40982,-87.8783
42.41006,-87.86527
42.4102,-87.87824
41.89364,-87.83458
42.429146,-87.87648
42.42039,-87.8773
42.24002,-87.88381
42.23993,-87.87163
41.339706,-85.50254
41.347206,-85.51283
42.554012,-85.257126
42.545036,-85.25317
35.29993,-80.92716
35.30043,-80.92953
42.16768,-87.922066
42.34038,-87.97839
41.91713,-87.65817
41.83908,-87.68524
42.4772,-88.09575
41.94525,-87.818
41.84636,-87.63839
39.721317,-75.162155
37.17629,-76.47196
37.154804,-76.50541
39.720257,-75.15815
41.66589,-76.26329
41.29085,-74.79069
38.579845,-79.15092
33.737377,-82.7469
33.737972,-82.748825
41.01458,-78.83028
41.033665,-78.82451
38.845486,-75.80584
38.84864,-75.81155
41.42503,-75.62707
41.772453,-72.29327
39.919468,-74.91526
39.92539,-74.90691
38.56407,-76.8596
39.61085,-75.913124
41.10766,-76.89854
41.18824,-76.91372
42.24717,-87.87169
42.82199,-78.75291
41.95115,-87.64959
40.91156,-81.35239
40.91603,-81.34765
44.03026,-73.42521
42.16751,-71.89391
42.17385,-71.87806
39.87338,-75.58441
42.891476,-75.60447
42.9001,-75.62193
41.67251,-86.64138
41.67237,-86.63638
34.65098,-84.429596
42.34938,-76.54199
42.36863,-76.55208
41.050385,-78.82253
41.048527,-78.82439
41.049316,-78.82362
36.56931,-76.74568
36.570946,-76.713646
35.528,-79.517746
41.94842,-87.72163
41.87827,-87.6244
41.7511,-87.61495
41.89486,-87.76353
41.85293,-87.63201
42.7557,-84.98559
42.75574,-84.99024
41.839973,-72.41418
41.84317,-72.4177
41.60758,-71.84363
40.698254,-73.425804
41.937126,-88.08145
42.98896,-83.68246
33.85127,-88.39086
33.84301,-88.40747
42.122623,-77.99729
42.113617,-78.01273
41.93198,-87.71226
42.276253,-88.15457
41.837456,-87.70483
42.47606,-88.15262
42.98081,-78.85544
41.84636,-87.63839
41.634125,-72.34382
41.63888,-72.34667
42.203365,-85.20672
42.19008,-85.20758
40.714638,-73.901146
40.714626,-73.90116
40.721416,-75.29367
40.63791,-74.23328
42.621174,-73.77808
43.01176,-76.20054
43.009388,-76.19009
41.54551,-72.41309
41.8897,-72.267815
41.9203,-72.26025
41.8897,-72.267815
34.53089,-83.70464
36.40506,-77.71899
36.40731,-77.70765
34.61353,-84.36076
40.520683,-111.41106
40.55658,-111.42506
34.505913,-112.47895
43.123413,-110.18558
40.63062,-112.29093
40.622997,-112.293274
40.40733,-105.11045
40.40726,-105.106125
48.01874,-117.58953
47.48694,-122.28923
45.020283,-123.08464
47.61406,-122.34962
34.31159,-117.47817
33.13568,-116.37996
47.830853,-122.128
47.830822,-122.12802
47.285378,-116.52105
47.21881,-116.49076
47.28536,-116.52104
46.17956,-123.34609
44.110287,-122.427155
45.40779,-122.55481
47.59581,-122.31974
47.59723,-122.31998
47.46218,-122.29048
47.62668,-122.36842
45.5828,-122.79974
45.58106,-122.84065
47.54753,-122.32145
47.87248,-122.00786
46.95279,-122.92868
46.95279,-122.92866
38.41228,-96.24313
38.41226,-96.2376
34.050957,-82.818184
34.049366,-82.815285
42.21981,-88.06681
42.11613,-87.77745
42.35703,-88.06799
42.33756,-88.02409
43.10637,-73.620125
43.10819,-73.5997
33.752487,-82.719086
42.36874,-88.13911
42.46492,-87.90339
42.4576,-87.8435
42.20334,-88.11168
41.904,-87.66752
40.69898,-73.95703
39.440437,-84.3229
40.813496,-72.87555
40.8053,-72.87141
37.986725,-84.49416
42.28029,-83.21519
43.205418,-77.66748
43.20558,-77.66966
43.20558,-77.66966
34.59178,-83.71297
34.58815,-83.703026
33.78831,-82.88306
42.42605,-88.00377
42.37061,-87.88983
39.046963,-75.78278
39.03744,-75.7849
42.4096,-87.82482
41.84437,-71.83612
41.845062,-71.83251
34.681335,-84.45757
39.66852,-77.45283
36.22159,-83.02896
36.22324,-83.03547
44.383324,-89.81714
41.98505,-88.14324
41.84516,-87.6311
41.84636,-87.63839
33.820618,-82.75734
42.05101,-87.8348
42.04892,-87.83329
40.770958,-81.69207
40.75344,-81.6912
42.33413,-83.08784
42.33326,-83.08223
33.81015,-82.76249
39.48164,-77.55783
40.667305,-112.28474
40.68227,-112.27164
40.407,-105.00157
42.164223,-123.64666
42.1526,-123.65066
43.65241,-123.82902
43.647846,-123.84105
47.70183,-121.98151
39.320763,-120.84734
39.32251,-120.86348
38.8851,-119.69288
40.03376,-123.78484
40.38908,-78.71826
40.39112,-78.71242
42.2328,-87.87373
42.17587,-88.13577
41.91776,-87.67761
42.46627,-88.03757
34.740696,-84.41953
40.222202,-106.432396
40.277676,-106.46913
40.68289,-111.46324
45.72018,-121.58681
33.9335,-117.00008
39.89757,-77.4257
39.902008,-77.46155
39.97318,-75.61459
42.121307,-72.05911
34.155525,-86.46018
34.16147,-86.47507
34.05999,-82.70556
39.994083,-75.697876
40.00097,-75.70217
36.477123,-82.97957
36.46401,-82.97575
38.974716,-75.8004
38.970165,-75.79718
39.87896,-75.51517
39.87893,-75.515114
36.450066,-77.77386
30.99738,-83.54592
30.994366,-83.54184
33.67326,-82.62207
33.67326,-82.62207
39.10112,-75.87384
39.088463,-75.866554
34.650974,-84.42962
40.57291,-112.295
40.57291,-112.295
40.551685,-112.29801
40.546234,-112.29825
40.6144,-112.37105
40.64292,-112.313156
40.550922,-112.3102
47.988274,-122.888245
47.988274,-122.888245
46.546288,-122.26455
46.552,-122.27622
45.32909,-121.58666
32.87911,-97.31757
26.078606,-97.8495
36.238728,-83.07497
36.25239,-83.08168
31.16476,-83.6375
31.155973,-83.62105
40.01204,-75.72366
40.013565,-75.73053
46.559406,-112.42569
46.558777,-112.42327
39.92528,-111.070496
45.22917,-123.87041
45.207176,-123.88731
45.304626,-121.7865
35.431713,-82.53493
40.752132,-77.212105
40.575104,-73.99854
41.23059,-85.005196
38.068043,-77.33053
39.172916,-78.02087
29.069742,-82.05354
37.83466,-78.215096
39.5002,-87.23908
40.756744,-103.065025
36.651173,-78.68716
42.193462,-74.15679
38.516876,-77.54583
36.265633,-86.74023
40.57319,-77.732
41.957073,-92.576836
35.59778,-80.764366
37.15264,-77.72374
46.102013,-123.19263
42.803844,-73.554955
39.903847,-75.17451
37.94065,-103.908295
40.000774,-76.07981
37.346973,-79.10678
36.943264,-79.4994
37.37221,-77.19503
37.967297,-76.89577
38.0019,-78.48281
33.2857,-87.85634
34.19023,-79.73591
38.315655,-77.079346
38.943775,-76.87182
35.468643,-77.7223
41.00315,-85.101
41.00315,-85.101
28.541992,-81.39934
40.686333,-76.82864
38.744133,-76.162636
38.959545,-92.33584
37.279263,-79.31707
38.767727,-77.56992
40.20898,-75.224815
38.10234,-102.311134
28.553175,-81.36617
39.358982,-75.61348
34.034,-118.719154
41.332527,-78.51778
39.859974,-77.01868
40.935078,-80.27534
40.960274,-76.89211
34.48468,-112.503746
38.372776,-78.78302
38.3114,-77.099724
39.734962,-105.36372
26.58592,-81.85326
34.77432,-82.43082
42.647068,-114.44489
38.772556,-120.29107
30.220444,-81.60046
25.558838,-80.389015
33.31307,-111.04896
37.42129,-76.51426
38.07949,-87.55475
44.164608,-123.20127
33.643986,-81.928116
41.37512,-73.124916
42.715294,-73.81175
39.309307,-120.544495
41.79335,-75.87473
37.37666,-77.22519
42.72992,-73.60617
38.008335,-78.98206
41.5557,-73.85486
41.717308,-72.19887
38.036293,-77.30508
41.725136,-85.7611
38.115,-75.463745
35.212826,-79.18238
38.1981,-75.43114
41.3354,-76.9183
39.858585,-75.12516
35.777725,-79.64759
42.618294,-73.73317
42.412434,-74.021996
26.709818,-81.72069
31.911795,-82.045685
35.74236,-79.68521
42.954857,-76.886795
40.655483,-76.20262
34.181458,-82.183754
38.092632,-78.48998
38.705437,-78.43996
40.281963,-77.076225
40.281963,-77.076225
35.60958,-81.98507
40.33722,-80.0671
37.847862,-78.23658
33.661,-92.062614
37.358086,-79.67136
47.497368,-122.10147
33.221348,-117.24382
36.125355,-80.31047
41.7121,-91.48204
44.768673,-74.799965
40.356033,-105.4533
39.0548,-77.61788
39.74241,-105.2694
39.737446,-105.31863
40.69173,-73.42185
41.599396,-72.754196
40.85222,-75.28503
35.90995,-80.547264
34.66339,-83.09811
37.59857,-122.38739
26.737785,-81.43777
36.692364,-78.27927
38.762672,-84.16872
39.77675,-78.19263
40.846558,-76.58705
33.981472,-80.8895
34.883667,-78.97549
42.442795,-85.64188
42.453026,-75.105255
35.8281,-77.931526
35.48043,-77.62996
36.47716,-87.796585
42.366234,-87.85565
43.34764,-73.545044
41.952583,-79.99234
29.645712,-95.363434
40.044853,-76.1758
42.03386,-76.401215
40.761326,-74.00162
40.115513,-76.24266
34.535812,-80.92661
39.792366,-75.521034
35.492046,-87.44511
43.017784,-76.39085
39.536816,-75.80929
34.50897,-86.185905
38.663574,-77.249245
42.228516,-74.28424
35.047787,-92.82184
48.63084,-122.21654
35.023716,-79.2017
40.78749,-76.521866
40.04666,-86.46686
40.47005,-76.341194
40.1306,-76.21755
26.420315,-81.811516
43.07292,-70.76149
43.01492,-88.2272
38.99798,-77.0385
38.311726,-79.659454
44.06341,-86.2802
37.501286,-80.11189
39.88958,-75.23259
37.29741,-79.590195
35.618706,-80.53294
33.56864,-79.03579
35.222923,-114.23604
38.88676,-76.89811
37.004063,-79.77294
38.35928,-77.055115
41.782146,-72.596954
41.842186,-72.60096
41.03188,-76.481125
38.17294,-78.28283
32.300446,-84.78079
34.3152,-118.88105
27.12353,-82.45349
35.15462,-81.398125
38.923134,-77.508934
35.12264,-78.75058
26.186697,-80.20456
39.90429,-74.578766
38.724922,-77.89303
38.060497,-78.59314
37.221794,-107.85539
43.050957,-74.35428
38.4503,-77.64988
41.639942,-75.8665
40.464893,-74.267075
34.407524,-117.399536
36.703075,-78.180695
37.657955,-78.099884
34.44169,-82.720985
39.33746,-119.86182
39.36143,-77.01743
32.936974,-84.33396
40.432346,-79.86513
37.16792,-82.358444
36.838783,-79.76223
36.69504,-79.97193
31.244064,-85.419235
40.578953,-75.797485
37.253166,-76.80035
35.727657,-78.43735
28.545685,-81.3759
35.804733,-80.511795
40.37941,-79.925
36.03428,-80.3694
28.919207,-81.2963
40.29496,-74.732
38.520115,-77.23312
45.88161,-108.46893
37.33243,-77.109665
40.336124,-79.74525
41.59878,-93.50053
26.64152,-81.74951
33.38779,-110.88714
39.2196,-78.21321
35.316227,-79.97814
28.50632,-81.376236
30.434977,-85.69536
37.28856,-79.60825
36.994476,-79.35542
34.324337,-77.762215
42.306103,-88.01903
40.36717,-76.54948
38.80617,-77.05958
36.973194,-77.50834
38.829,-91.01494
39.235104,-119.93011
42.636566,-73.85637
40.314556,-78.9681
41.74049,-72.851295
33.566067,-79.71249
39.36074,-106.197205
35.301525,-78.42765
39.070026,-85.256874
42.613255,-92.33759
37.972347,-79.507576
38.74057,-76.06887
38.173935,-78.28483
38.00934,-78.46432
38.412586,-75.057976
40.345802,-79.635895
39.39474,-74.54116
35.41498,-84.35941
38.084396,-78.40231
38.08279,-78.40452
42.40831,-73.69104
36.146286,-87.29312
41.491615,-104.34691
33.450382,-112.25519
35.73749,-81.607796
44.246265,-74.28598
39.91387,-77.81088
40.2731,-74.7085
39.96147,-76.10278
37.8529,-79.35726
33.91661,-92.02383
32.63128,-86.07021
35.307213,-82.376816
40.33307,-104.86766
42.717613,-73.832886
39.173237,-78.02113
42.730247,-73.74587
35.04618,-81.81782
36.101013,-75.81379
40.27728,-85.33915
36.08775,-90.47872
42.75713,-74.329346
38.77979,-121.52537
45.418194,-123.0522
40.99987,-78.34708
36.110554,-78.71833
34.360847,-89.5798
36.41383,-86.50619
47.764687,-114.01537
43.505947,-116.39389
40.707535,-73.67677
35.09627,-92.3045
26.833511,-81.097496
